id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,outcome,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
462,no,adult,535397,38.3,40.0,18.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,,,,decreased,distend_large,37.0,69.0,,,1,no,0,0,0,no
463,yes,adult,529387,38.6,50.0,20.0,cool,normal,pale_cyanotic,more_3_sec,mild_pain,absent,slight,slight,less_1_liter,4.0,absent,distend_small,44.0,9.1,,,1,yes,2221,0,0,yes
464,no,adult,535124,38.5,60.0,16.0,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,none,slight,none,,absent,other,35.0,6.0,,,1,yes,6160,0,0,no
465,no,adult,529561,36.9,80.0,,cool,normal,pale_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,significant,none,,,,,,,,0,yes,2205,0,0,no
466,yes,adult,5288698,38.1,136.0,80.0,normal,reduced,bright_red,less_3_sec,depressed,absent,severe,,none,,,,56.0,7.1,,,0,no,317,0,0,no
467,yes,adult,529686,36.7,142.0,64.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,none,none,,decreased,distend_large,52.0,7.0,clear,,1,yes,2292,0,0,no
468,no,adult,533715,36.7,,12.0,cool,,,,extreme_pain,absent,slight,,,,,distend_large,47.0,8.7,serosanguious,,0,yes,728,0,0,yes
469,no,adult,534219,36.6,60.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,,slight,none,none,,decreased,distend_small,49.0,6.5,,,1,yes,5237,0,0,no
470,yes,adult,529662,,48.0,12.0,,,,,,,,,,,,,,4.9,,,1,yes,2208,0,0,no
471,yes,adult,534642,37.6,48.0,10.0,normal,,pale_pink,less_3_sec,,absent,none,none,more_1_liter,,decreased,other,49.0,55.0,,,1,no,3111,0,0,no
472,yes,adult,527712,38.5,84.0,12.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,,,,normal,,33.0,77.0,,,1,no,0,0,0,no
473,yes,adult,529316,37.2,44.0,16.0,cold,,pale_pink,less_3_sec,,hypomotile,moderate,slight,none,,normal,normal,45.0,7.6,,,1,no,2133,0,0,no
474,yes,adult,528200,,142.0,14.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypermotile,none,slight,none,,decreased,other,43.0,7.6,,,1,yes,5113,0,0,yes
475,yes,adult,529466,37.5,62.0,20.0,,,,less_3_sec,,,,,,,normal,,51.0,5.9,,,1,no,4141,0,0,no
476,yes,adult,533845,37.6,48.0,10.0,cool,normal,normal_pink,less_3_sec,alert,hypermotile,none,none,none,,increased,normal,33.0,7.0,,,1,no,0,0,0,no
477,yes,adult,529493,36.7,120.0,,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,significant,less_1_liter,,decreased,distend_large,,7.7,cloudy,3.8,0,yes,4205,0,0,yes
478,yes,adult,535158,37.0,,30.0,cool,,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,severe,significant,more_1_liter,,absent,distend_large,43.0,4.8,,,1,yes,3051,0,0,no
479,yes,adult,528485,37.2,66.0,10.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,,decreased,distend_large,36.0,7.0,clear,3.6,0,no,5205,0,0,yes
480,no,adult,529323,38.0,48.0,20.0,,,normal_pink,less_3_sec,alert,,,slight,,,,,44.0,8.0,,,1,no,0,0,0,no
481,yes,adult,529457,37.9,46.0,80.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,none,,absent,distend_large,42.0,7.6,serosanguious,,1,no,872,0,0,yes
482,no,adult,526917,36.8,40.0,10.0,normal,normal,,less_3_sec,depressed,absent,severe,,,,decreased,distend_large,,,,,0,no,3206,0,0,no
483,yes,adult,528720,38.5,52.0,40.0,warm,normal,pale_pink,less_3_sec,depressed,hypermotile,none,slight,less_1_liter,4.0,,,48.0,7.2,,,1,yes,3111,0,0,no
484,no,adult,528711,38.2,108.0,,,_RARE_,dark_cyanotic,less_3_sec,,,,slight,none,,,,31.6,4.9,,,1,no,0,0,0,no
485,no,adult,528530,,44.0,15.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,normal,distend_small,44.0,7.1,,,1,yes,2239,0,0,no
486,yes,adult,527598,36.9,42.0,30.0,warm,normal,normal_pink,less_3_sec,severe_pain,hypomotile,none,significant,none,,absent,normal,48.0,7.2,,,1,yes,3111,0,0,no
487,yes,adult,529840,38.0,64.0,16.0,normal,normal,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,none,more_1_liter,3.0,absent,distend_small,62.0,4.8,,,1,yes,3292,0,0,no
488,yes,adult,534138,39.5,42.0,36.0,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,none,more_1_liter,7.0,decreased,distend_large,66.0,81.0,,,0,yes,30399,2894,0,no
489,yes,adult,530815,36.7,76.0,,cold,reduced,pale_pink,more_3_sec,severe_pain,hypomotile,slight,slight,none,,absent,distend_large,40.0,7.3,,,0,yes,3206,0,0,no
490,no,adult,530372,,,66.0,normal,normal,pale_pink,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,4.0,absent,,63.0,77.4,,,0,yes,3748,0,0,no
491,no,adult,535091,38.7,80.0,,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,none,,absent,distend_small,37.0,5.4,clear,,1,yes,2208,0,0,yes
492,yes,adult,530525,36.5,39.0,,cool,,,,,,,none,,,,,49.0,6.2,,,1,no,0,0,0,no
493,yes,adult,528159,37.6,80.0,,warm,normal,pale_pink,less_3_sec,alert,hypomotile,none,slight,none,,decreased,distend_large,36.0,7.0,,,1,yes,3111,0,0,no
494,yes,adult,530374,37.7,,16.0,cold,reduced,normal_pink,less_3_sec,mild_pain,,none,significant,,,,,68.0,7.0,,,1,yes,2270,0,0,yes
495,yes,young,529500,,38.0,12.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,none,none,more_1_liter,3.5,decreased,distend_large,57.0,6.1,clear,,1,yes,427,0,0,no
496,yes,adult,527159,36.8,,,,,,,,absent,,slight,none,,absent,distend_large,31.7,,,,0,yes,3205,0,0,yes
497,no,adult,529718,37.0,39.0,12.0,cool,reduced,pale_pink,more_3_sec,extreme_pain,absent,moderate,none,more_1_liter,6.5,absent,distend_large,54.0,6.5,serosanguious,,0,yes,4205,0,0,yes
498,yes,adult,529249,38.3,88.0,30.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,slight,slight,,3.0,normal,other,42.0,7.7,cloudy,2.5,1,no,3111,0,0,yes
499,yes,adult,529728,37.5,44.0,12.0,warm,normal,,less_3_sec,mild_pain,hypomotile,none,slight,none,,normal,normal,49.0,6.9,cloudy,6.0,1,no,342,0,0,yes
500,no,adult,533946,38.0,60.0,24.0,cool,normal,normal_pink,less_3_sec,depressed,absent,,slight,none,,,,36.0,68.0,,1.0,1,no,3111,0,0,no
501,yes,adult,533886,38.0,40.0,12.0,cool,,bright_pink,less_3_sec,depressed,,none,,,,,,40.0,79.4,clear,,1,yes,2208,0,0,no
502,yes,adult,530023,39.6,68.0,16.0,cool,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,severe,,,,,,51.0,8.0,,,1,yes,3214,0,0,no
503,yes,adult,526704,38.9,40.0,20.0,,,normal_pink,less_3_sec,severe_pain,hypomotile,slight,,none,,normal,,46.0,76.0,,,1,no,3111,0,0,no
504,yes,adult,534652,37.5,68.0,16.0,cool,,normal_pink,less_3_sec,depressed,hypermotile,none,none,none,,normal,distend_large,47.0,75.0,,,1,no,0,0,0,no
505,yes,adult,534870,36.6,104.0,,normal,normal,bright_red,more_3_sec,extreme_pain,hypomotile,slight,none,more_1_liter,,,distend_large,,7.1,,,1,yes,1835,0,0,no
506,no,adult,535235,,64.0,28.0,,,dark_cyanotic,,,,,,,,,,31.8,,,,1,no,0,0,0,no
507,yes,adult,528561,37.7,40.0,12.0,normal,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,none,,absent,distend_small,31.6,5.3,,,1,yes,2206,0,0,yes
508,no,adult,530378,36.5,48.0,,cool,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,none,,decreased,other,43.0,7.3,,,1,no,28682,0,0,no
509,yes,adult,528413,,70.0,16.0,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,none,none,none,,decreased,,31.0,6.2,clear,,1,no,27249,0,0,no
510,no,adult,529167,38.0,39.0,18.0,cool,normal,pale_pink,more_3_sec,,hypomotile,moderate,,,,decreased,,37.0,7.0,,,1,yes,3111,0,0,no
511,no,adult,535177,38.1,52.0,40.0,normal,normal,bright_red,less_3_sec,depressed,absent,severe,slight,less_1_liter,,decreased,distend_small,43.0,50.0,,,1,yes,2170,0,0,no
512,yes,adult,535049,,,,,,bright_pink,,,,none,,,,,,48.0,64.0,cloudy,2.0,1,yes,2208,0,0,no
513,yes,adult,530355,37.6,74.0,25.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,none,,normal,other,44.0,8.7,clear,,1,no,0,0,0,yes
514,no,adult,529447,,40.0,20.0,,,,,extreme_pain,,slight,,,,,,,4.7,,,0,no,0,0,0,no
515,yes,adult,5290218,38.0,120.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,severe,none,less_1_liter,4.0,decreased,distend_small,47.0,8.2,serosanguious,3.5,1,yes,4205,0,0,yes
516,no,adult,529385,39.0,39.0,25.0,cool,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,none,,,distend_large,50.0,7.1,,,0,yes,4205,0,0,no
517,yes,adult,533422,36.7,132.0,36.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,,none,,absent,distend_large,54.0,65.0,serosanguious,2.0,0,yes,3205,0,0,no
518,no,adult,5297684,36.9,39.0,,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_small,46.0,7.9,,,1,yes,2310,0,0,yes
519,no,adult,529689,,70.0,30.0,cool,normal,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,none,less_1_liter,4.0,decreased,firm,34.0,6.6,cloudy,,1,yes,2111,0,0,no
520,no,adult,534909,38.5,39.0,24.0,cool,reduced,bright_pink,less_3_sec,,hypomotile,moderate,,less_1_liter,,normal,distend_small,52.0,50.0,,,1,no,0,0,0,no
521,no,adult,528032,38.6,70.0,40.0,warm,normal,bright_red,less_3_sec,severe_pain,absent,slight,none,none,,normal,distend_large,39.0,6.0,cloudy,5.0,1,yes,2208,0,0,yes
522,yes,adult,534691,38.7,141.0,12.0,normal,normal,bright_red,less_3_sec,alert,hypermotile,none,none,more_1_liter,6.0,normal,,52.0,6.7,,,1,no,0,0,0,yes
523,no,young,535162,38.6,140.0,28.0,cool,reduced,bright_pink,more_3_sec,mild_pain,normal,none,slight,,,,,55.0,5.0,clear,2.0,0,no,7267,0,0,yes
524,yes,young,535121,38.3,70.0,32.0,normal,normal,normal_pink,less_3_sec,,hypermotile,none,,none,,,,34.0,6.2,,,1,no,0,0,0,no
525,yes,adult,535198,,76.0,16.0,cool,normal,bright_pink,more_3_sec,mild_pain,,slight,slight,less_1_liter,6.3,decreased,distend_small,49.0,8.2,cloudy,4.7,0,no,3193,0,0,yes
526,yes,adult,529385,38.0,124.0,44.0,cool,reduced,normal_pink,more_3_sec,extreme_pain,hypermotile,,slight,less_1_liter,4.0,,,56.0,6.5,,,0,yes,2137,0,0,no
527,no,adult,531021,,39.0,,cold,normal,pale_pink,less_3_sec,,absent,moderate,significant,none,,,,40.0,7.5,cloudy,5.5,0,yes,7112,0,0,yes
528,no,adult,535316,38.8,39.0,44.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,none,none,none,,absent,,54.0,56.0,cloudy,2.0,0,no,1751,0,0,no
529,yes,adult,528359,38.3,52.0,,normal,_RARE_,bright_red,more_3_sec,severe_pain,hypomotile,none,none,less_1_liter,,absent,distend_small,48.0,6.8,cloudy,,0,yes,3208,0,0,no
530,yes,adult,527415,,100.0,70.0,,,,more_3_sec,,,,,,,,,,,,,0,no,2208,0,0,no
531,yes,adult,530360,36.6,,10.0,cool,_RARE_,pale_pink,less_3_sec,severe_pain,absent,severe,significant,none,,absent,,,,clear,,0,yes,7112,0,0,no
532,yes,young,535399,38.3,70.0,28.0,cold,normal,bright_pink,less_3_sec,depressed,hypermotile,none,,,,,,38.0,61.0,,1.0,1,no,0,0,0,no
533,yes,adult,530526,,48.0,16.0,cool,normal,bright_pink,less_3_sec,alert,normal,slight,slight,more_1_liter,2.0,normal,firm,34.0,7.4,clear,5.1,1,no,0,0,0,yes
534,yes,adult,535195,37.6,44.0,22.0,,,,less_3_sec,,,,,,,,,36.0,6.4,,,0,no,2120,0,0,no
535,no,adult,534351,38.4,44.0,41.0,warm,normal,normal_pink,less_3_sec,depressed,hypomotile,none,slight,,,normal,distend_small,53.0,4.9,,,1,no,3111,0,0,no
536,yes,adult,534052,36.7,38.0,30.0,warm,,bright_pink,less_3_sec,depressed,hypomotile,slight,,,,,,,,,,0,no,0,0,0,no
537,yes,young,529839,37.7,144.0,84.0,cool,reduced,pale_pink,more_3_sec,extreme_pain,absent,severe,,less_1_liter,5.0,,,66.0,5.6,,,0,yes,24178,0,0,no
538,yes,adult,530045,,80.0,11.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,absent,,35.0,7.5,cloudy,4.6,1,yes,2134,0,0,yes
539,no,adult,528690,38.0,42.0,24.0,warm,normal,normal_pink,less_3_sec,severe_pain,hypermotile,,,,,normal,,37.0,6.2,,,1,yes,2208,0,0,no
540,no,adult,5298861,36.8,70.0,12.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,,,,,absent,distend_large,38.0,6.8,,,1,yes,26393,0,0,no
541,yes,adult,529651,38.4,98.0,26.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,,normal,distend_large,48.0,7.5,serosanguious,4.5,0,no,2112,0,0,yes
542,yes,adult,530403,38.0,40.0,16.0,,,pale_pink,less_3_sec,mild_pain,,,slight,more_1_liter,2.0,,,33.0,67.0,cloudy,2.0,1,no,1467,0,0,no
543,no,adult,528522,37.6,42.0,20.0,warm,normal,normal_pink,less_3_sec,alert,hypomotile,moderate,slight,none,,normal,other,49.0,7.3,,,1,yes,2256,0,0,yes
544,yes,adult,528899,36.6,138.0,20.0,cool,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,none,less_1_liter,,absent,distend_large,62.0,6.1,serosanguious,,0,yes,1342,0,0,yes
545,no,adult,3879111,,48.0,22.0,warm,normal,,less_3_sec,severe_pain,absent,moderate,none,less_1_liter,,absent,,46.0,63.0,clear,2.0,1,yes,679,0,0,no
546,no,adult,5297494,38.2,40.0,20.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,,,,decreased,,37.0,7.0,cloudy,2.0,1,no,3111,0,0,yes
547,yes,adult,535185,38.6,52.0,,cool,,normal_pink,less_3_sec,alert,absent,none,,none,,,,,,,,1,no,0,0,0,no
548,no,adult,528096,38.6,76.0,20.0,cool,normal,dark_cyanotic,less_3_sec,alert,hypomotile,slight,slight,,,decreased,normal,49.0,5.2,clear,1.6,1,no,7319,0,0,yes
549,yes,young,527392,37.4,68.0,32.0,cold,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,7.0,increased,distend_small,41.0,7.1,serosanguious,2.5,1,yes,2208,0,0,yes
550,no,adult,535246,38.0,80.0,32.0,,,,,,,,,,,,,41.0,7.0,cloudy,1.0,1,no,0,0,0,no
551,no,adult,528946,36.8,39.0,42.0,warm,,,,alert,,,,,,,,,,,,1,no,0,0,0,yes
552,yes,adult,534629,38.0,70.0,40.0,normal,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,,less_1_liter,2.0,absent,distend_small,47.0,4.8,clear,2.9,0,no,4205,0,0,no
553,yes,adult,5292224,36.6,60.0,,cool,,dark_cyanotic,more_3_sec,,,,none,none,,,,,,,,1,yes,7112,0,0,no
554,no,young,530147,37.0,82.0,20.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,decreased,distend_large,40.0,6.5,,,0,yes,6191,0,0,no
555,no,adult,533845,36.9,70.0,,warm,normal,pale_pink,less_3_sec,alert,absent,none,none,none,,,other,43.0,6.2,,,1,yes,6157,0,0,no
556,no,adult,528737,37.3,38.0,22.0,cool,reduced,pale_pink,less_3_sec,depressed,,slight,none,none,6.0,decreased,distend_small,44.0,7.9,serosanguious,6.8,1,no,1645,0,0,yes
557,yes,adult,529396,,88.0,30.0,,normal,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,slight,none,less_1_liter,,normal,distend_large,51.0,7.0,serosanguious,2.3,0,yes,2207,3047,0,yes
558,yes,adult,3025220,38.0,,,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,none,less_1_liter,,absent,distend_large,40.0,7.7,clear,2.0,1,yes,3111,0,0,yes
559,yes,adult,532450,38.5,40.0,10.0,warm,,,less_3_sec,,hypomotile,,significant,none,,,,31.0,56.0,cloudy,1.0,0,yes,3206,0,0,no
560,no,young,534016,37.6,54.0,26.0,normal,reduced,,less_3_sec,severe_pain,hypomotile,slight,none,none,2.0,decreased,distend_small,42.0,5.1,cloudy,1.5,1,yes,15963,0,0,yes
561,no,adult,530040,,39.0,12.0,cool,_RARE_,bright_red,more_3_sec,severe_pain,,slight,slight,more_1_liter,5.3,,distend_small,61.0,6.8,,,0,yes,3206,0,0,no
562,no,adult,529044,38.5,40.0,10.0,cold,,pale_cyanotic,,,hypomotile,slight,none,none,,decreased,,44.0,6.5,,,1,yes,0,0,0,no
563,no,adult,527904,38.3,90.0,32.0,cool,reduced,normal_pink,less_3_sec,severe_pain,hypomotile,none,slight,less_1_liter,,normal,normal,48.0,5.2,clear,2.5,1,yes,2969,0,0,yes
564,no,adult,526985,37.3,48.0,26.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,none,none,,absent,distend_large,41.0,6.8,,,1,yes,3111,0,0,no
565,no,adult,528919,,60.0,12.0,cool,reduced,normal_pink,less_3_sec,alert,hypomotile,moderate,slight,,,normal,distend_large,45.0,6.0,,,1,no,3111,0,0,no
566,no,adult,530325,38.3,38.0,20.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,slight,slight,none,,decreased,,50.0,6.3,cloudy,,1,yes,7111,0,0,no
567,yes,adult,535146,38.5,39.0,20.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,,,,,other,44.0,5.0,,,1,no,0,0,0,no
568,no,adult,527930,38.1,100.0,,,,,,,,,,,,,,31.3,,,,0,no,0,0,0,yes
569,no,adult,527929,,,,warm,normal,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,none,none,,,distend_small,62.0,7.7,,,0,yes,3539,0,0,yes
570,yes,adult,529110,37.8,55.0,12.0,cool,reduced,normal_pink,less_3_sec,mild_pain,normal,moderate,none,more_1_liter,5.4,normal,,48.0,5.2,cloudy,1.0,1,no,2112,0,0,yes
571,yes,adult,535276,36.7,68.0,40.0,normal,reduced,pale_pink,more_3_sec,mild_pain,hypermotile,moderate,none,more_1_liter,2.0,absent,distend_large,40.0,7.0,,,1,yes,4205,0,0,no
572,yes,adult,529779,36.9,80.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,none,more_1_liter,5.0,absent,distend_large,71.4,8.5,serosanguious,,0,yes,2128,0,0,no
573,yes,adult,528548,37.6,68.0,25.0,,reduced,normal_pink,less_3_sec,alert,hypomotile,none,,less_1_liter,5.5,normal,normal,49.0,5.2,,,0,no,0,0,0,no
574,no,adult,534636,38.0,80.0,26.0,cool,normal,normal_pink,less_3_sec,,hypomotile,,,,,normal,,42.0,6.0,,,1,no,0,0,0,no
575,no,adult,5290601,38.2,39.0,,warm,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,severe,none,more_1_liter,2.0,,,44.0,6.4,serosanguious,,1,yes,2043,0,0,no
576,no,adult,528260,37.4,46.0,32.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,absent,distend_large,48.0,5.5,,,1,yes,3111,0,0,yes
577,yes,adult,530414,36.7,40.0,25.0,warm,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,significant,none,,increased,,67.0,5.0,,,0,no,3205,0,0,no
578,no,adult,529844,37.0,80.0,,normal,reduced,pale_pink,less_3_sec,extreme_pain,hypomotile,severe,slight,less_1_liter,,absent,distend_large,34.0,6.5,,,0,yes,7111,0,0,no
579,yes,adult,535244,38.4,80.0,15.0,cool,normal,pale_pink,less_3_sec,severe_pain,hypermotile,,,,,,distend_large,54.0,67.0,,,1,no,3112,0,0,no
580,no,young,534475,38.2,42.0,34.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,none,none,,absent,distend_large,31.4,6.0,clear,,1,yes,3111,0,0,no
581,no,adult,529809,,140.0,16.0,cool,normal,bright_red,,mild_pain,hypomotile,,slight,,,decreased,,68.0,7.4,,,0,no,5191,0,0,no
582,yes,adult,528075,37.6,40.0,10.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,,,normal,other,48.0,7.5,,,1,no,3111,0,0,no
583,no,adult,529834,39.3,135.0,24.0,normal,normal,bright_pink,less_3_sec,alert,hypomotile,none,none,less_1_liter,4.0,increased,normal,34.0,6.2,clear,,1,no,0,0,0,no
584,no,adult,528547,38.6,66.0,42.0,,reduced,,less_3_sec,mild_pain,hypomotile,,significant,none,,,,47.0,6.0,,,1,yes,3111,0,0,no
585,yes,adult,528475,38.2,60.0,30.0,,reduced,bright_pink,less_3_sec,,absent,slight,,more_1_liter,5.0,,,46.0,8.2,serosanguious,5.4,1,no,5495,0,0,yes
586,yes,adult,528030,37.2,92.0,16.0,,,,,,,,significant,none,,,,,8.2,,,0,no,0,0,0,no
587,no,adult,532793,37.0,,,cool,normal,pale_pink,less_3_sec,depressed,absent,slight,none,none,,decreased,distend_large,42.0,8.7,,,1,yes,25395,0,0,no
588,yes,young,528158,,146.0,,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,,distend_large,,71.0,,,1,no,4165,0,0,no
589,yes,adult,5279532,,104.0,,cold,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,,,absent,normal,46.0,7.7,serosanguious,,1,yes,2208,0,0,yes
590,no,adult,527978,38.0,,12.0,normal,reduced,normal_pink,less_3_sec,alert,hypermotile,slight,slight,none,2.0,normal,normal,40.0,7.2,cloudy,1.9,1,no,0,0,0,yes
591,yes,adult,526685,,88.0,30.0,,reduced,dark_cyanotic,less_3_sec,mild_pain,,severe,none,more_1_liter,6.3,,,65.0,6.2,,,0,yes,2037,0,0,no
592,no,adult,5296375,36.8,,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,severe,none,none,,normal,,60.0,7.2,,,0,yes,2205,0,0,no
593,no,adult,529705,38.9,52.0,14.0,,normal,bright_pink,,severe_pain,hypomotile,moderate,significant,none,,decreased,,33.0,6.5,cloudy,1.4,0,yes,2029,0,0,yes
594,yes,adult,530023,39.7,62.0,44.0,cool,reduced,bright_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,,,,distend_large,,,serosanguious,2.0,0,yes,1283,0,0,yes
595,no,adult,534665,38.3,46.0,56.0,warm,normal,,less_3_sec,depressed,hypomotile,none,none,none,,absent,distend_small,33.0,63.0,,,1,yes,3111,0,0,no
596,no,adult,5289650,39.6,38.0,66.0,cool,normal,bright_pink,less_3_sec,alert,hypermotile,none,,,,,,51.0,6.5,,,1,no,3111,0,0,yes
597,no,adult,530388,38.5,64.0,11.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,none,significant,none,,decreased,distend_small,32.0,7.5,,,1,yes,3111,0,0,no
598,yes,adult,530330,39.5,40.0,10.0,normal,normal,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,none,,decreased,,37.0,5.0,cloudy,,1,yes,29744,0,0,no
599,yes,adult,530249,38.5,39.0,,,reduced,pale_pink,_RARE_,depressed,hypomotile,slight,,,,,,45.0,6.7,serosanguious,,1,yes,2206,0,0,yes
600,no,adult,533233,36.9,100.0,,warm,reduced,,,extreme_pain,absent,severe,,,,,,57.0,5.7,serosanguious,5.0,0,yes,3205,0,0,no
601,yes,adult,527622,37.9,56.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,severe,significant,less_1_liter,,normal,,43.0,7.7,,,1,yes,2285,0,0,no
602,yes,adult,534605,38.6,100.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,severe,,,,,,67.0,61.0,,,1,yes,11246,0,0,no
603,yes,adult,528583,36.9,40.0,26.0,cool,,normal_pink,,mild_pain,hypermotile,slight,slight,,,normal,,35.0,6.9,,,1,no,0,0,0,no
604,no,adult,529743,37.1,54.0,45.0,warm,normal,normal_pink,less_3_sec,,hypomotile,none,slight,none,,decreased,distend_small,49.0,8.3,cloudy,1.0,1,yes,5737,0,0,yes
605,yes,adult,530212,37.6,48.0,24.0,normal,normal,pale_cyanotic,less_3_sec,,hypomotile,none,none,none,,normal,distend_small,31.7,5.0,,,1,yes,4639,0,0,no
606,no,adult,535037,38.8,60.0,35.0,normal,normal,normal_pink,less_3_sec,severe_pain,hypomotile,none,none,less_1_liter,5.0,decreased,,56.0,67.0,,,1,no,3111,0,0,no
607,yes,adult,530139,36.6,88.0,80.0,cool,normal,bright_red,more_3_sec,severe_pain,hypomotile,moderate,significant,,,absent,distend_large,64.0,7.7,serosanguious,6.3,1,yes,2205,0,0,yes
608,no,adult,534090,38.9,64.0,25.0,normal,normal,bright_pink,less_3_sec,severe_pain,hypomotile,none,slight,none,2.0,,distend_large,44.0,7.2,clear,,1,yes,3286,0,0,yes
609,no,adult,532582,36.5,60.0,20.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,none,,,,increased,distend_large,47.0,6.1,,,1,yes,3111,0,0,no
610,yes,adult,528579,37.3,38.0,28.0,,,dark_cyanotic,more_3_sec,extreme_pain,absent,,none,none,,normal,normal,57.0,5.7,,,0,yes,5112,0,0,no
611,no,adult,533885,38.5,138.0,12.0,cold,reduced,bright_red,more_3_sec,depressed,absent,severe,,more_1_liter,7.0,absent,,64.0,80.8,,,1,yes,2205,0,0,no
612,yes,young,5299033,,39.0,,cool,normal,normal_pink,more_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,3.0,decreased,distend_small,42.0,6.0,clear,5.0,1,yes,24448,0,0,no
613,no,adult,532060,36.6,39.0,34.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,,absent,distend_large,63.0,7.5,,,1,yes,2133,0,0,no
614,no,adult,529628,38.6,146.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,,,increased,,47.0,7.2,clear,6.0,1,no,6127,0,0,yes
615,yes,adult,527447,36.6,70.0,16.0,cold,absent,pale_pink,less_3_sec,alert,hypomotile,,slight,none,,,distend_large,47.0,66.0,cloudy,1.0,1,yes,2208,0,0,yes
616,yes,adult,529483,36.6,,48.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,slight,significant,less_1_liter,3.0,,,44.0,7.4,,,0,yes,3205,0,0,no
